Field_ID,Area_m2,Area_ha,Suitability_Class,Final_Score,Water_Access,Water_Score,Soil_Score,Terrain_Score,Stream_Distance_m,Texture,pH,Tier,Primary_Crop,Secondary_Crop,Kharif_Recommendation,Rabi_Recommendation,Limiting_Factor,Key_Interventions,WKT
199,20307,2.03,Moderately Suitable,2.75,Moderate Access,3,3,4,176.7,Clay Loam,8.033333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36940005950518 26.207148087552415, 66.3693037083568 26.20812282557306, 66.36759999394555 26.208145354314127, 66.36746223313791 26.20786962684854, 66.36733618702326 26.207513424182263, 66.36730276846158 26.207230602586545, 66.36940005950518 26.207148087552415))"
206,20330,2.03,Moderately Suitable,3.05,Very High Access,4,3,4,9.5,Clay Loam,8.058730158730159,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36998779278794 26.203759115321002, 66.37092842159552 26.20365979059664, 66.37108870461111 26.20360005991012, 66.3712547088251 26.203504517878855, 66.37100688307731 26.205251401107507, 66.3707093833503 26.20523248096007, 66.37068722525729 26.205335146272347, 66.36998434194177 26.205237136394654, 66.36998179921304 26.20512959627435, 66.36993312412223 26.205083932658916, 66.36998779278794 26.203759115321002))"
411,20405,2.04,Moderately Suitable,3.05,Very High Access,4,3,4,8.7,Clay Loam,8.062601626016258,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36493614001708 26.18973163668833, 66.3663418040449 26.190142559757785, 66.36637476849337 26.190223829852172, 66.36635133921573 26.190380127206243, 66.36627342325295 26.190535461661554, 66.36594405134836 26.191273041427515, 66.36496556275657 26.191071485359796, 66.36496628924398 26.191035656228088, 66.36485786100783 26.191002278069995, 66.36482689448863 26.191055507493697, 66.36460477106102 26.19099767472625, 66.36458116023582 26.19094346597542, 66.36493614001708 26.18973163668833))"
413,20551,2.06,Marginally Suitable,2.4,Moderate Access,3,2,4,168.2,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36693153196514 26.18886784655617, 66.368348915686 26.189202841197215, 66.36804124649035 26.19029909536938, 66.36800546678967 26.190343267045662, 66.36794544044417 26.190364580714746, 66.36767346033606 26.190314735235837, 66.36722884806325 26.19021707990599, 66.36650408359384 26.189993280246295, 66.36693153196514 26.18886784655617))"
248,20634,2.06,Moderately Suitable,2.7,Very High Access,4,2,4,4.0,Silty Clay Loam,8.031481481481483,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Soil Quality (alkalinity, low organic carbon)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36299733019601 26.1902828562738, 66.36306661869337 26.190293085312526, 66.36307152246677 26.190297666441914, 66.36447291369605 26.19045771356432, 66.36455237319258 26.19045918947794, 66.36445901963668 26.190856152823144, 66.36443677098023 26.190963214320973, 66.36443495476342 26.191043798169712, 66.36444794071377 26.19112465796517, 66.36445620450051 26.191200968114664, 66.36445956450174 26.19127269713737, 66.36442242286756 26.191379551494233, 66.36433279257714 26.19161078209133, 66.36425451365237 26.191779532406766, 66.36382352570847 26.19173586605985, 66.36323071350448 26.191604026165116, 66.36321736433985 26.191536586887366, 66.36318331034988 26.191504650938214, 66.36315924553156 26.191472835285428, 66.36313490828239 26.191449961071754, 66.36310575807116 26.191422606256825, 66.36309131918205 26.19139992139936, 66.36307706191455 26.191372773692397, 66.36305771925285 26.191350002025516, 66.36304836575941 26.191322941126916, 66.36303429011424 26.191286836238437, 66.36302984039422 26.19126435647767, 66.3630208501437 26.191223960343198, 66.36302148581797 26.191197019737285, 66.3630174901511 26.19115214701247, 66.36301331286305 26.191116316266445, 66.36301994203758 26.19104470799998, 66.36303637875834 26.190973358109662, 66.36304300793314 26.190901834590342, 66.36301976041636 26.190829711564433, 66.36299596803691 26.190784460120547, 66.36297199403727 26.190748250670158, 66.36294774760685 26.19072089787516, 66.36293839411525 26.19069833129168, 66.36299733019601 26.1902828562738))"
316,20666,2.07,Moderately Suitable,2.75,Moderate Access,3,3,4,129.4,Clay Loam,8.150813008130083,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35551558527682 26.20389664524571, 66.3569810691131 26.20452383431717, 66.35668739085592 26.20543672375061, 66.35601476470774 26.205316830639138, 66.35600096166851 26.205267292423724, 66.3559472024664 26.205230495052856, 66.35581798062174 26.20523707894752, 66.35573824994128 26.2052490253843, 66.35565370637343 26.205251912161543, 66.35528946994609 26.205110892639503, 66.35499424882326 26.204993460512984, 66.35551558527682 26.20389664524571))"
275,20687,2.07,Moderately Suitable,3.05,Very High Access,4,3,4,8.4,Clay Loam,7.977254901960784,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35970645431304 26.196632235175233, 66.3603680060756 26.195255799440055, 66.36109566851546 26.19535431278234, 66.36132360240889 26.195595899962516, 66.36126139733311 26.195930661425464, 66.36111719055639 26.196380434862277, 66.36100140743454 26.196673937292278, 66.3604204035514 26.19689619075266, 66.36003654902028 26.19696530942687, 66.35995155074961 26.19699059537457, 66.35979808168261 26.196969836600875, 66.35971907691311 26.19695054156408, 66.35968538637687 26.196905100499507, 66.35970745322382 26.196806917637883, 66.35971353749866 26.196757773618184, 66.35968983607022 26.196708128860127, 66.35970645431304 26.196632235175233))"
32,20786,2.08,Marginally Suitable,2.45,Low Access,2,3,4,295.7,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36368258745593 26.21473414144944, 66.36370810526834 26.21470329381502, 66.36373344146048 26.214681402604402, 66.36518986579063 26.21483800968611, 66.36520748311776 26.21603875663962, 66.3647662328079 26.21600827072803, 66.36429574176219 26.215950326640645, 66.36376894845569 26.21574805131485, 66.36347998878016 26.21557252629784, 66.36368258745593 26.21473414144944))"
390,21151,2.12,Moderately Suitable,2.5,Very Low Access,1,4,4,602.2,Loam,8.033333333333333,3,Date Palm,Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Drip irrigation system; Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36900312194003 26.196538437714253, 66.36906342083365 26.196508184227906, 66.36917738939283 26.196519201676907, 66.37085776994655 26.197082965093088, 66.37059477879673 26.19796060881861, 66.37050560157712 26.197949987614074, 66.3703765579881 26.197947636475526, 66.37025259988869 26.197940908943426, 66.37018821433725 26.197935262466057, 66.3701091172877 26.197920367147585, 66.37000513783084 26.19790497544064, 66.36990161245188 26.19787176959453, 66.36985248330944 26.197848415086494, 66.36981379751823 26.197802956972282, 66.36979454543535 26.197775706865965, 66.36977066195608 26.197735018928608, 66.36974677847783 26.197694246190782, 66.36972761720895 26.19766251743436, 66.36969374444612 26.19762162464865, 66.36965969006197 26.19758960435858, 66.36958095633372 26.19756128863615, 66.36950195018154 26.19754191443168, 66.36932359610425 26.197525249903006, 66.36920436044169 26.197527565500376, 66.36906060567433 26.197515964302045, 66.36863061295489 26.197427447686767, 66.36900312194003 26.196538437714253))"
34,21258,2.13,Moderately Suitable,2.75,Moderate Access,3,3,4,187.9,Clay Loam,8.115833333333331,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36223878971181 26.21335947262768, 66.36238835459822 26.213330807921885, 66.36370356473225 26.21336389369009, 66.36375242090266 26.21340068756375, 66.36351967305107 26.214690877462868, 66.36187827220856 26.214369637381974, 66.36223878971181 26.21335947262768))"
281,22028,2.2,Marginally Suitable,2.4,Moderate Access,3,2,4,112.6,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3513420922645 26.2101490001823, 66.3514231844453 26.209639845463382, 66.35147966747185 26.209555785917882, 66.35155349497342 26.209364511328204, 66.35268978591218 26.209622886350058, 66.35261277994762 26.210172350586166, 66.35253177840207 26.210242575569932, 66.3524531378994 26.210424791302465, 66.35242952758901 26.21059001648942, 66.35243043567785 26.211208193706405, 66.35127562029534 26.2111107423306, 66.3513420922645 26.2101490001823))"
392,22064,2.21,Marginally Suitable,2.45,Low Access,2,3,4,496.3,Clay Loam,8.036996336996337,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36794099068509 26.19850774158029, 66.36797322873645 26.19840088622646, 66.36804978276444 26.198308156642312, 66.36814104825636 26.19822476068189, 66.36820697736722 26.198163260794107, 66.36824802414542 26.198101264059254, 66.36847932098048 26.197532156074256, 66.3685196412866 26.197506072651194, 66.36859437915898 26.19749401033407, 66.36967076908805 26.19776002153346, 66.36946771418573 26.19906423667305, 66.36940187573812 26.19912125857642, 66.3693419400546 26.19913809107693, 66.36924204726299 26.19916317717982, 66.36908394425376 26.199128905820952, 66.36796087838417 26.19872759491599, 66.3679273689738 26.19867328192437, 66.36792882195631 26.198606034035713, 66.36794099068509 26.19850774158029))"
176,22237,2.22,Moderately Suitable,3.05,Very High Access,4,3,4,10.8,Clay Loam,8.233333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36011528140435 26.2044784427576, 66.36015060654914 26.20445217778688, 66.36021526337522 26.20444889090468, 66.36101502897704 26.204651687813406, 66.36073315392535 26.205703679842635, 66.36064724744628 26.205988780170625, 66.36038053788046 26.20592565239525, 66.3600992988203 26.20584431762332, 66.36010520147913 26.205804131921013, 66.3598634649486 26.205732445746868, 66.35977701374298 26.205824969920602, 66.35872270967738 26.205456168178543, 66.36011528140435 26.2044784427576))"
263,22414,2.24,Moderately Suitable,3.05,Very High Access,4,3,4,43.2,Clay Loam,8.027340823970036,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3549038027647 26.196476760492626, 66.35649578267638 26.19699425119664, 66.3565901338049 26.196996028551382, 66.35767049623013 26.19730259626847, 66.35748996649689 26.198042834119207, 66.35558269341875 26.197411991715967, 66.35562882459544 26.197130676373188, 66.35536275309742 26.197040610020807, 66.35511275497649 26.19733617288205, 66.35458034017357 26.1971650630099, 66.3549038027647 26.196476760492626))"
237,22453,2.25,Marginally Suitable,2.45,Low Access,2,3,4,468.5,Clay Loam,7.976811594202898,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.34440707470219 26.20350373724921, 66.34466596714636 26.20303824998782, 66.34496318054356 26.20284657442069, 66.34533685419785 26.202356317878593, 66.34565222950987 26.20180227027107, 66.34610318110303 26.201841943519128, 66.34638132561346 26.202057579469155, 66.34627190211164 26.202503483772134, 66.34618418171 26.202649697830918, 66.34591520888809 26.203343472572048, 66.34515759978156 26.20325337671253, 66.34503137710176 26.203999047893955, 66.34437102409784 26.204000265078772, 66.34440707470219 26.20350373724921))"
140,22509,2.25,Moderately Suitable,2.75,Moderate Access,3,3,4,114.5,Clay Loam,8.13514492753623,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35969946193758 26.208600680308564, 66.3613701881125 26.209159917175977, 66.36126493893578 26.21008065389022, 66.36006143099515 26.20994212272971, 66.35995100588896 26.209993855629627, 66.35955461989431 26.209955203722128, 66.35954635618013 26.209883393448433, 66.35941277461944 26.209863021688957, 66.35969946193758 26.208600680308564))"
410,22694,2.27,Moderately Suitable,2.75,Moderate Access,3,3,4,152.8,Clay Loam,8.102898550724639,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36651080362094 26.19013674028223, 66.36803289183922 26.19045122259592, 66.36795878972167 26.190875446252573, 66.36773475801166 26.191341612136153, 66.3676979794055 26.19143504900885, 66.3676672851632 26.191474758953344, 66.36764231203829 26.19147882642908, 66.36759745122762 26.19148690985215, 66.36757211486045 26.19150889210056, 66.36759073118748 26.191567493121518, 66.36758019707065 26.19159416058599, 66.36755377096809 26.19166530791347, 66.36663503332576 26.191455885985867, 66.36619033106685 26.19135812428987, 66.36602877809767 26.19125668868092, 66.36651080362094 26.19013674028223))"
412,22769,2.28,Moderately Suitable,3.05,Very High Access,4,3,4,9.9,Clay Loam,8.0854609929078,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36537166936846 26.18846744191319, 66.36687268628087 26.188835431160918, 66.3663418040449 26.190142559757785, 66.36493614001708 26.18973163668833, 66.36537166936846 26.18846744191319))"
277,22798,2.28,Moderately Suitable,3.05,Very High Access,4,3,4,5.0,Clay Loam,8.000350877192982,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35458034017357 26.1971650630099, 66.3554471150023 26.197481158158908, 66.35728727926048 26.198003276189493, 66.35702029887346 26.19883145677195, 66.35695119274652 26.19881226490825, 66.35687200676144 26.19880183936861, 66.35680689627523 26.19882751784517, 66.35675213808979 26.198835489056957, 66.35612573389074 26.198649269284033, 66.35608296262363 26.198563417743678, 66.35604400535773 26.198531308301725, 66.35595964336237 26.19852973583365, 66.35588972008205 26.198546438931796, 66.35580871805918 26.198616590590486, 66.35575813720561 26.198655980940483, 66.35516960161526 26.198555521257983, 66.355353127305 26.19768549045352, 66.35454501538204 26.19741077198212, 66.35458034017357 26.1971650630099))"
